Transcript,Label,Binary Label
 to see that.,Prolongation,Stutter
 It's a great experience.,NoStutteredWords,No-Stutter
" Yeah, I also",WordRep,Stutter
" I, I present a workshop this morning with",WordRep,Stutter
 Self-help.,Interjection,Stutter
 leader and,Interjection,Stutter
 and,Prolongation,Stutter
 It was on.,NoStutteredWords,No-Stutter
 and masculinity and stutter and how,NoStutteredWords,No-Stutter
 So our children are,Interjection,Stutter
 our traditional,Prolongation,Stutter
 No shins of masculinity can be rigid and,NoStutteredWords,No-Stutter
 boundaries and we,Prolongation,Stutter
 and we gave this workshop.,NoStutteredWords,No-Stutter
 and sort of the one of the,Prolongation,Stutter
 one of our takeaway messages was that,Interjection,Stutter
 that we can you we can you,WordRep,Stutter
 we're like playing using studying to be into,Prolongation,Stutter
 the intimate with others that,Prolongation,Stutter
 be about 10th conference time.,NoStutteredWords,No-Stutter
 I'm really slides.,DifficultToUnderstand,Stutter
 we can sort of,NoStutteredWords,No-Stutter
 level of jump in relationships where we can have,NoStutteredWords,No-Stutter
 me there in our friend Mark.,WordRep,Stutter
" mark there, we, we, we, we, we, we, we, we, we we.",WordRep,Stutter
 We even for a walk and we,WordRep,Stutter
 we ended up at this.,Interjection,Stutter
 It was Asian art museum.,Interjection,Stutter
 you are talking to,Prolongation,Stutter
 the one of the women who works.,Prolongation,Stutter
 piece of art we were looking at.,NoStutteredWords,No-Stutter
" And when we started stuttering, we were",NoStutteredWords,No-Stutter
 She immediately,Block,Stutter
 and alcoholism and,NoStutteredWords,No-Stutter
 And the...,Prolongation,Stutter
 and,SoundRep,Stutter
 It was incredible we had just talked to you.,Block,Stutter
 We just talked about how.,Interjection,Stutter
 I'm sputtering.,Interjection,Stutter
 of has this ability to do that. And then,NoStutteredWords,No-Stutter
 and then we got side,NoStutteredWords,No-Stutter
" the first person that we speak to, all of us.",NoStutteredWords,No-Stutter
 to all of a sudden we know them better than them.,NoStutteredWords,No-Stutter
" with line 10, 24, it would have been",SoundRep,Stutter
 and it was just a really sort of,NoStutteredWords,No-Stutter
" Ah, powerful admirable",Prolongation,Stutter
 Perfect!,Block,Stutter
 have their own stay long.,Block,Stutter
" Yeah, does anybody have",NoStutteredWords,No-Stutter
 Yeah. Does anybody have a...,Interjection,Stutter
" It was a bit though, where he talks about hurt some of the...",DifficultToUnderstand,Stutter
 My very conference.,SoundRep,Stutter
 Happy to be here.,NoStutteredWords,No-Stutter
 But my third is.,SoundRep,Stutter
 But I do not have the,NoStutteredWords,No-Stutter
 courage like those,SoundRep,Stutter
 Those —,SoundRep,Stutter
" year up, up, up, up, up, up, up.",SoundRep,Stutter
 We'll tell you your oath.,NoStutteredWords,No-Stutter
 They stood up.,Prolongation,Stutter
 I'm out to tell Jasi.,NoStutteredWords,No-Stutter
" They can do that, you can do that.",NoStutteredWords,No-Stutter
" This is not against the AIDS team. So let's go back to United Springs to city Ghana, Mar Consguerlay know what that was but that first was actually good news, and that это, our Axel Devin. It is next for Gargot 10 years. Another Democratic chick who has resources over there Islands is basically nothing except a northern country. Thanks for all the support we have. Both happy and excited is behind theển. I just waiting for a",Block,Stutter
 It's funny how people,WordRep,Stutter
" people of any age can be a real man, right?",NoStutteredWords,No-Stutter
 oh I survive all allies,Interjection,Stutter
 Yes.,Prolongation,Stutter
 I also really enjoyed it.,Prolongation,Stutter
 for ribbon where we did the book.,Block,Stutter
 Breakout session.,NoStutteredWords,No-Stutter
 Muchas gracias. H,SoundRep,Stutter
 break out session that was incredible.,NoStutteredWords,No-Stutter
 incredibly,NoStutteredWords,No-Stutter
 difficult but it was,NoStutteredWords,No-Stutter
 Really,SoundRep,Stutter
" It was good, it was a good place to go.",NoStutteredWords,No-Stutter
 Any clear idea of,NoStutteredWords,No-Stutter
 Whether or not I think...,NoStutteredWords,No-Stutter
 to back the fuckin' life.,NoStutteredWords,No-Stutter
" So, I can consider that before.",NoStutteredWords,No-Stutter
 I felt like the,WordRep,Stutter
 what we're doing and,NoStutteredWords,No-Stutter
 even more than that.,Block,Stutter
 about what?,Prolongation,Stutter
 What are you doing? Why are you doing?,Prolongation,Stutter
 Or diyor,Interjection,Stutter
 doing the entire,NoStutteredWords,No-Stutter
 book before we hear any,Block,Stutter
 anything. There's,NoStutteredWords,No-Stutter
 I'm...,Prolongation,Stutter
 from the Athens극iur,NoStutteredWords,No-Stutter
 week ahead that week had just,WordRep,Stutter
 Pick that apart for.,NoStutteredWords,No-Stutter
hisdi de,Block,Stutter
 pragmatically.,NoStutteredWords,No-Stutter
 Doesn't matter if the blood,NoStutteredWords,No-Stutter
 if thinking about our,Interjection,Stutter
 Oh,NoStutteredWords,No-Stutter
 Am I tensing up like this because I don't know what to do?,NoStutteredWords,No-Stutter
" And if thinking like that, regardless",NoStutteredWords,No-Stutter
 that regalist if that thought is true.,NoStutteredWords,No-Stutter
 Vocalize while blocking.,NoStutteredWords,No-Stutter
 And that's helpful.,WordRep,Stutter
 other than ugly.,Block,Stutter
 if you're wanting to see.,SoundRep,Stutter
 grapple with and I think it's...,Prolongation,Stutter
 It's powerful that,NoStutteredWords,No-Stutter
 and age after.,Block,Stutter
 And...,Block,Stutter
 Thank you. All right.,Interjection,Stutter
 So I...,WordRep,Stutter
 What kinds of things,WordRep,Stutter
 or what the kids have to say.,NoStutteredWords,No-Stutter
 joining me on this fine,NoStutteredWords,No-Stutter
 workshop that you can,SoundRep,Stutter
 what was that?,WordRep,Stutter
 the difficulty.,Prolongation,Stutter
 talking about um,NoStutteredWords,No-Stutter
 by the perceptions of other,Block,Stutter
 world as,NoStutteredWords,No-Stutter
 that will make some of the best.,Prolongation,Stutter
" Well we'll go on fire tonight using the telephone code to load the vehicle and the first time we do the work hard, the other time we look forward to our example. I am Jани Blaghett.",Block,Stutter
 syllable at a time I think.,Prolongation,Stutter
" Butter 3,ירie um Oop",NoStutteredWords,No-Stutter
 across the globe.,NoStutteredWords,No-Stutter
 the NSA support groups.,NoStutteredWords,No-Stutter
 podcast here. Yeah.,NoStutteredWords,No-Stutter
 stutter to take,Prolongation,Stutter
 conferences over the last.,NoStutteredWords,No-Stutter
" we, Angel write them to dust the companies, too. But in the next year it is a short period of venue to reach four girls in the very extreme circumstances. Thank you for joining us today in September 1 and August 1ити 20s. And lastly thank you for the podium.",Interjection,Stutter
 that you've gotten.,Prolongation,Stutter
 to spread awareness.,Prolongation,Stutter
 program.,Prolongation,Stutter
" going smart, looking at it again every year.",NoStutteredWords,No-Stutter
 It assigns me its ut,Prolongation,Stutter
 We simply...,Interjection,Stutter
 I think that...,SoundRep,Stutter
" Yeah, one, one, one.",Block,Stutter
 We can leave it at that. Right.,Block,Stutter
 I think where we can um,NoStutteredWords,No-Stutter
 fights with,Prolongation,Stutter
 exchange at this conference back.,NoStutteredWords,No-Stutter
 with me. We all talk about it.,Interjection,Stutter
 about our setterings.,Prolongation,Stutter
 family or hours.,NoStutteredWords,No-Stutter
 Me too. Any.,NoStutteredWords,No-Stutter
" Yeah, that's...",WordRep,Stutter
 that conference.,Interjection,Stutter
 at the stand-up thing.,NoStutteredWords,No-Stutter
 that would be called under the,NoStutteredWords,No-Stutter
 It's only natural to avoid.,NoStutteredWords,No-Stutter
 to avoid a word successfully.,NoStutteredWords,No-Stutter
 because if you do not.,NoStutteredWords,No-Stutter
 load and will be pumped by the second.,NoStutteredWords,No-Stutter
 second. That's how startering works with,NoStutteredWords,No-Stutter
 theory about this.,NoStutteredWords,No-Stutter
 but cause of the disorder.,NoStutteredWords,No-Stutter
 to try to know the cause because,NoStutteredWords,No-Stutter
 and I'm helpless.,NoStutteredWords,No-Stutter
 I think a little bit,WordRep,Stutter
 that point lead big,Block,Stutter
 you should do what you should be.,NoStutteredWords,No-Stutter
" Well, those are two.",NoStutteredWords,No-Stutter
" Right now, what might he think of it?",NoStutteredWords,No-Stutter
 stuff trying to prevent it.,NoStutteredWords,No-Stutter
 Johnson did in that he said,NoStutteredWords,No-Stutter
 I cannot agree with that. All of you.,NoStutteredWords,No-Stutter
 had a lot of ideas that were helpful.,NoStutteredWords,No-Stutter
" But anyway, going back to the end.",NoStutteredWords,No-Stutter
" Well, I think Dean,",NoStutteredWords,No-Stutter
 but it's not part of a mountain train.,NoStutteredWords,No-Stutter
 people who have a role,NoStutteredWords,No-Stutter
 has been mine has been,NoStutteredWords,No-Stutter
" The, it's very important.",NoStutteredWords,No-Stutter
 knowledge we'll about the disorder.,NoStutteredWords,No-Stutter
 And I knew when I visited,NoStutteredWords,No-Stutter
 and I said they could take that and blow,NoStutteredWords,No-Stutter
 Sort of uncertain thing to be depressed.,NoStutteredWords,No-Stutter
 This is not in very aware of them.,NoStutteredWords,No-Stutter
 topic of the picture of the,Prolongation,Stutter
 sound and everything you could see the,NoStutteredWords,No-Stutter
 the analogy.,SoundRep,Stutter
 pull the string back together again.,NoStutteredWords,No-Stutter
 world it was about like that.,NoStutteredWords,No-Stutter
 to the E2 World Fred Mary.,Block,Stutter
 My mother said this.,SoundRep,Stutter
 But I remember the decision.,NoStutteredWords,No-Stutter
 and then about 1926.,NoStutteredWords,No-Stutter
 about speech therapy and I got this sense for you.,NoStutteredWords,No-Stutter
 maybe not interrupt but,NoStutteredWords,No-Stutter
 with SoulCoff and I can't um,Interjection,Stutter
" With that, reduce your stuttering.",NoStutteredWords,No-Stutter
 And I'm very,NoStutteredWords,No-Stutter
 And I'm very fortunate that I grew up.,Prolongation,Stutter
 Um...,Interjection,Stutter
 I would believe so much in myself.,NoStutteredWords,No-Stutter
 Okay.,NoStutteredWords,No-Stutter
 Taking some of the risks that I've taken.,NoStutteredWords,No-Stutter
 started thinking about this.,NoStutteredWords,No-Stutter
 My gut reaction was I am a student.,NoStutteredWords,No-Stutter
" When I think about it, I",NoStutteredWords,No-Stutter
 work went into my speech.,NoStutteredWords,No-Stutter
 A paradox when I was a kid.,NoStutteredWords,No-Stutter
 And so I would try and,Prolongation,Stutter
 I'm trying to...,Block,Stutter
 us Aarrel period bears Ish e,DifficultToUnderstand,Stutter
" Like I said, I had a very,",Interjection,Stutter
 it's a little I think some people,Block,Stutter
 I started having a,NoStutteredWords,No-Stutter
" that you know, if I had problems with",Interjection,Stutter
 like they...,WordRep,Stutter
 the the the new it I was trying to say they did,WordRep,Stutter
 and my hair.,Prolongation,Stutter
 part of me that was,NoStutteredWords,No-Stutter
 I want other people worth telling me.,NoStutteredWords,No-Stutter
 beginning. I don't remember. I remember.,NoStutteredWords,No-Stutter
 It was my family.,WordRep,Stutter
 just you know we just,NoStutteredWords,No-Stutter
 No matter what went on at school.,NoStutteredWords,No-Stutter
 I spent most of my time over.,NoStutteredWords,No-Stutter
 That was,Interjection,Stutter
 I'll say something else.,Interjection,Stutter
 That was very much what I found.,NoStutteredWords,No-Stutter
 But it made kind of casual.,NoStutteredWords,No-Stutter
 someone else would have that effect.,SoundRep,Stutter
 uses or hears.,NoStutteredWords,No-Stutter
 There is a part of me that does.,NoStutteredWords,No-Stutter
" And, but I like to",Prolongation,Stutter
" I mean, recently that I really just can't.",NoStutteredWords,No-Stutter
 needed to wear glasses. Not now.,NoStutteredWords,No-Stutter
 because that's a condition that I have.,NoStutteredWords,No-Stutter
" In fact, I would bet it would.",WordRep,Stutter
 there. I completely completely agree.,WordRep,Stutter
 you get an idea of,Interjection,Stutter
 you,NoStutteredWords,No-Stutter
 And so you can see here.,Interjection,Stutter
 And I'm going to share this and you.,Interjection,Stutter
" experience has been, it's still all about.",NoStutteredWords,No-Stutter
" Yeah, I think it's a tricky thing because I",NoStutteredWords,No-Stutter
 and trying to piece together what makes them uncomfortable.,NoStutteredWords,No-Stutter
" that again, it's measurable. I mean,",WordRep,Stutter
 one of the universities that I was working with.,NoStutteredWords,No-Stutter
 That means less than more far less.,NoStutteredWords,No-Stutter
 Board-recognized specialists.,Interjection,Stutter
 it is something we should be aware of. I think that,NoStutteredWords,No-Stutter
 it would become questionable whether,WordRep,Stutter
 from a training perspective.,NoStutteredWords,No-Stutter
" Whether it's in a graduate class, whether it's in a",NoStutteredWords,No-Stutter
 or pick that up with people choose to target.,NoStutteredWords,No-Stutter
" two hours, it's virtually nothing.",NoStutteredWords,No-Stutter
 new clinician? and,NoStutteredWords,No-Stutter
 the first is that as you,SoundRep,Stutter
 There's a lot of people who are getting,WordRep,Stutter
 I also think that when you look,Block,Stutter
